id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,value_season,bonus,starts_per_90,cost_change_start,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,ep_next,event_points,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank,total_points
745,Oliwier Zych,40,GKP,Aston Villa,0,56,0,0,644,0,0,65,639,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,630,0,612,0,0,a,61,0,0,0,0,0,74,81,,626,,0,0,0,0,,0,0,0,515,688,0,581,0,1149,0,0,0,81,81,0,717,0
753,James Wright,40,GKP,Aston Villa,0,53,0,0,632,0,0,62,251,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,618,0,599,0,0,a,58,0,0,0,0,0,71,79,,614,,0,0,0,0,,0,0,0,500,729,0,567,0,464,0,0,0,79,79,0,702,0
754,Sebastian Revan,40,DEF,Aston Villa,0,215,0,0,630,0,0,221,615,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,616,0,597,0,0,a,212,0,0,0,0,0,180,223,,612,,0,0,0,0,,0,0,0,498,682,0,565,0,1115,0,0,0,224,225,0,700,0
755,Travis Patterson,45,MID,Aston Villa,0,308,0,0,744,0,0,313,197,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,740,0,734,0,0,a,268,0,0,0,0,0,278,312,,739,,0,0,0,0,,0,0,0,688,742,0,724,0,379,0,0,0,312,316,0,459,0
761,Tommi O'Reilly,45,MID,Aston Villa,0,299,0,0,736,0,0,305,116,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,730,0,724,0,0,a,258,0,0,0,0,0,270,304,,728,,0,0,0,0,,0,0,0,678,756,0,713,0,214,0,0,0,303,310,0,447,0
57,Adam Smith,43,DEF,Bournemouth,0.21,88,0.05,1.57,311,0,0,27,69055,0.3,17.2,5,1.04,-2,54.01,2,1.65,0,88,138,406.2,0,0.7,1,261.6,193,0,136,0.5,0,a,124,0,11,58,0.07,1,81,51,100,159,,75.7,1.2,1,2.07,100,34,2,2940,247,366,0.02,290,0.7,66284,400,1.78,0.2,58,113,7,537,74
58,Junior Stanislas,48,MID,Bournemouth,0,216,0.28,0.18,522,0,0,207,11087,0,0.8,0,0,-2,0.69,2,1.07,0,7,252,10,0,0,0,22.9,479,0,412,0.04,0,i,155,0,0,1,0.34,0,298,215,0,485,2,3.9,0,0,0.22,0,0,1,58,713,628,0.06,448,0,2196,13,1.55,0,216,243,0,261,4
59,Ryan Fredericks,44,DEF,Bournemouth,0,158,0.05,0.29,489,0,0,144,6173,0,2.7,0,0.85,-1,10.14,1,1.73,0,12,222,66,0,0,0,26.7,446,0,404,0,0,i,93,0,1,11,0.05,0,227,158,0,418,,10.6,0,0,0.29,0,5,1,527,574,607,0,435,0,3546,63,1.88,0,156,172,0,479,12
60,David Brooks,53,MID,Bournemouth,0,192,0.11,0.2,546,0,0,213,4900,0.1,0.9,0,1.06,-2,4.4,2,2.33,0,31,260,13.6,0,0,1,16.4,470,0,427,0.33,0,a,72,0,1,4,0.28,0,155,211,100,480,,6,0.6,0,0.53,100,2,0.8,170,328,647,0.17,393,0.1,1987,7,2.12,0,214,257,0,138,5
61,Jamal Lowe,52,MID,Bournemouth,0,332,0.08,0.01,530,0,0,246,5475,0,0.4,0,0,-3,0.62,3,5.07,0,0,246,0.2,0,0,0,0.3,538,0,503,0,0,u,89,0,0,0,0.08,0,322,246,0,534,,0.1,0,0,0.01,0,0,1,11,746,613,0,762,0,1210,6,0,0,243,248,0,160,2
62,Kieffer Moore,49,FWD,Bournemouth,0.21,42,0.04,0.5,294,4,0,46,435696,0.2,11.6,3,0.85,-6,25.51,6,1.81,0,272,38,216.2,0,0.3,1,89.6,255,0,306,4.18,0,a,61,0,1,34,0.34,0,38,40,100,292,,57.3,0.8,1,4.68,100,12,2.1,1269,305,223,0.3,138,0.3,437532,161,2.41,0.7,32,39,3,230,57
63,Emiliano Marcondes,47,MID,Bournemouth,0,317,0,0,519,0,0,321,2647,0,0.2,0,0,-3,0.28,3,3.15,0,0,261,1.2,0,0,0,0,537,0,745,0,0,u,183,0,0,1,0,0,290,245,0,522,,0.1,0,0,0,0,0,1,8,705,653,0,737,0,1011,3,11.25,0,236,240,0,306,1
64,Jefferson Lerma Solís,47,MID,Bournemouth,0.19,75,0.08,3,197,5,0,89,167843,0.9,21.5,5,1.02,-3,60.57,3,1.68,0,311,90,616.6,0,4.5,2,293.6,94,0,121,2.58,1,a,185,0,7,67,0.15,0,20,65,100,71,,122.1,4.4,2,5.58,100,37,2.7,3252,39,277,0.07,117,3.9,150223,500,1.85,0.5,30,76,7,309,101
65,Jack Stacey,42,DEF,Bournemouth,0,162,0.01,0.03,550,0,0,160,6401,0,1.4,0,0.92,-3,6.14,3,1.89,0,8,202,44.2,0,-0.3,0,8.6,469,0,452,0.09,0,a,159,0,2,10,0.04,0,120,163,,446,,6,0.2,0,0.12,,3,0.6,293,375,542,0.03,443,-0.3,2967,36,3.07,0,161,185,0,597,6
66,Dominic Solanke,56,FWD,Bournemouth,0.25,8,0.07,2.3,67,6,0,14,1751916,0.5,23.2,14,1.01,-4,51.51,4,1.62,0,1046,14,524.8,0,3,1,279.9,38,0,127,9.09,0,a,34,0,2,52,0.36,10,15,11,100,106,1,184.4,3,3,11.39,100,32,3.9,2865,99,94,0.29,13,2.5,2006010,339,1.63,3.6,10,11,8,92,130
67,Lewis Cook,49,MID,Bournemouth,0.16,182,0.12,2.3,362,0,0,73,14863,0.2,10.4,1,0.95,-1,32.09,1,1.69,0,45,195,313,0,0.5,0,352.5,214,0,99,0.24,0,a,133,0,4,39,0.13,2,146,106,100,212,,71.2,0.8,0,2.54,100,18,1.8,1712,306,504,0.01,371,0.3,11655,280,2.05,0.1,90,152,3,233,51
68,Ben Pearson,44,MID,Bournemouth,0.32,214,0.01,0.02,449,0,0,220,71782,0,2,0,0.96,-1,5.92,1,1.89,0,9,151,21,0,0,0,6.4,481,0,455,0.05,0,u,280,0,1,10,0.03,0,212,216,0,473,,3.7,0,0,0.07,0,3,1.3,282,580,422,0.02,440,0,53031,32,3.19,0.1,211,198,1,489,9
69,Ryan Christie,53,MID,Bournemouth,0.15,57,0.1,2.07,332,1,0,62,12897,0.5,12.1,2,1.08,-2,30.87,2,1.52,0,400,196,282,0,2,2,421.7,110,0,74,2.89,0,a,76,0,2,35,0.24,2,62,72,,241,,110.5,2.4,0,4.96,,22,2,1825,133,505,0.14,89,1.9,8856,225,1.73,0.1,101,133,3,144,64
70,Philip Billing,50,MID,Bournemouth,0.29,47,0.08,2.56,106,7,0,67,489100,0.4,25.2,14,1.11,-5,49.46,5,1.61,0,441,68,622,0,1.1,2,388.8,71,0,85,4.6,0,d,108,0,5,54,0.23,2,78,51,75,67,,145.2,2,1,7.16,75,34,3.5,2766,170,200,0.15,72,1.1,557651,475,1.76,0.9,27,45,9,192,126
71,Chris Mepham,43,DEF,Bournemouth,0.2,54,0.02,0.55,373,0,0,122,36628,0,10,6,0.98,-2,42.46,2,1.74,0,134,165,556.4,0,-0.3,0,54.4,201,0,363,0.96,2,a,146,0,7,52,0.06,0,123,57,100,93,,74.4,0.2,0,1.51,100,24,1.7,2197,379,442,0.04,233,-0.3,32036,369,2.13,0.1,27,132,5,572,43
72,Mark Travers,41,GKP,Bournemouth,0.17,58,0,0,253,0,0,67,85576,0.1,6.8,1,0.96,-4,19.68,4,1.71,0,0,42,253,0,-0.5,3,0,385,3.13,624,0,0,a,31,36,0,32,0,0,24,25,,269,,25.4,0.6,0,0,,11,2.3,1035,321,304,0,594,0.1,68291,193,2.78,0.4,25,33,2,640,28
73,Lloyd Kelly,43,DEF,Bournemouth,0.22,145,0.03,0.7,202,0,0,90,184653,0.4,14,5,1.01,-2,35.92,2,1.58,0,26,99,394,0,1,2,97.7,269,0,292,0.17,0,a,149,0,3,38,0.04,2,68,91,100,168,,52.1,1.6,1,0.87,100,23,2.6,2040,212,272,0.01,403,1.1,132401,372,1.68,0.5,64,72,5,575,60
74,Siriki Dembélé,47,MID,Bournemouth,0,194,0.18,0.21,520,0,0,191,11840,0,1.3,0,0,-3,2.28,3,1.97,0,28,185,31.8,0,0,0,52.3,440,0,368,0.16,0,u,195,0,0,2,0.32,0,295,199,0,460,,11.3,0,0,0.37,0,0,1,104,710,490,0.14,398,0,4315,20,1.73,0.1,203,241,0,322,6
75,Jaidon Anthony,52,MID,Bournemouth,0.15,86,0.08,1.1,330,3,0,109,18002,0.3,11.7,4,0.8,-3,26.14,3,1.9,0,263,173,299.4,0,1.5,1,209.1,188,0,172,1.69,0,a,93,0,2,29,0.2,1,92,101,,223,,77.2,1.8,1,2.79,,11,2,1241,199,468,0.12,145,1.3,13402,193,2.1,0.1,96,131,2,166,61
76,Jordan Zemura,42,DEF,Bournemouth,0.31,104,0.11,1.71,224,0,0,32,47601,0,11.2,1,1.05,-3,27.57,3,1.71,0,71,160,269.4,0,-0.5,0,232.8,256,0,151,0.47,0,a,173,0,1,31,0.14,1,213,83,100,253,,57.1,0,0,2.18,100,17,2.5,1452,543,427,0.03,316,-0.5,41168,235,1.92,0.1,98,82,5,617,47
77,Will Dennis,39,GKP,Bournemouth,0,23,0,0,579,0,0,33,70168,0,0,0,0,-1,0,1,0,0,0,43,0,0,0,0,0,566,0,545,0,0,u,73,0,0,0,0,0,44,52,0,562,,0,0,0,0,0,0,0,0,444,306,0,509,0,40487,0,0,0.4,52,52,0,752,0
404,Jack Stephens,43,DEF,Bournemouth,0.3,123,0.02,0.23,288,0,0,121,9538,0,8.1,1,0.96,-2,24.62,2,1.82,0,51,196,270,0,-0.5,0,57.3,331,0,358,0.36,0,a,127,0,3,24,0.05,0,216,113,100,252,,38,0,0,0.59,100,13,2.1,1218,552,524,0.03,354,-0.5,6832,233,1.77,0,97,104,4,542,35
505,Joe Rothwell,49,MID,Bournemouth,0.27,195,0.13,1.47,398,0,0,132,1701,0.2,6.7,0,1.07,-1,17.29,1,1.54,0,27,279,127.4,0,0.5,0,153.3,364,0,216,0.16,0,d,134,0,1,15,0.14,1,131,164,75,360,,30.6,1,0,1.63,75,12,1.6,1010,284,692,0.01,401,0.4,1272,167,1.34,0,146,171,3,234,33
535,Marcus Tavernier,47,MID,Bournemouth,0.26,49,0.07,1.37,46,5,0,75,162889,0,20,12,0.98,-3,31.77,3,1.64,0,436,136,459.8,0,0,0,348.4,91,0,101,3.13,0,i,191,0,1,37,0.23,4,293,63,0,132,,124.2,0,3,4.5,0,19,4.1,1740,708,383,0.16,76,0,163444,315,1.91,0.2,57,22,5,317,94
539,James Hill,44,DEF,Bournemouth,0,249,0,0,677,0,0,251,4360,0,0,0,0,-1,0,1,0,0,0,210,0,0,0,0,0,666,0,658,0,0,u,122,0,0,0,0,0,238,251,0,661,,0,0,0,0,0,0,0,0,604,573,0,641,0,1706,0,0,0,251,251,0,531,0
571,Darren Randolph,40,GKP,Bournemouth,0,29,0,0,588,0,0,39,13412,0,0,0,0,0,0,0,0,0,0,49,0,0,-0.5,0,0,575,0,554,0,0,a,34,0,0,0,0,0,50,58,,571,,0,0,0,0,,0,0,0,453,405,0,518,-0.5,14602,0,0,0.1,58,58,0,648,0
574,Norberto Murara Neto,45,GKP,Bournemouth,0.23,70,0,0.02,113,0,0,77,101368,0.4,20.7,9,1.02,0,44.7,0,1.69,0,0,39,727.6,0,1.7,0,0,206,3.77,664,0,0,a,16,100,4,39,0,0,19,12,100,38,,72.8,1.8,1,0.02,100,27,3.4,2385,186,256,0,647,1.3,140862,510,1.47,0.6,11,24,6,345,93
576,Marcos Senesi,44,DEF,Bournemouth,0.18,73,0.01,0.35,273,2,0,105,60112,0.2,15.7,5,1.05,-1,47.62,1,1.72,0,109,133,586,0,0.5,1,78.7,184,0,321,1.66,0,a,113,0,7,55,0.07,0,90,47,100,81,,77.5,1,1,2.01,100,29,2.2,2489,274,358,0.06,264,0.5,74057,462,1.99,0.2,22,100,5,507,69
597,Christian Saydee,45,FWD,Bournemouth,0,76,0,0,709,0,0,77,5667,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,698,0,693,0,0,u,74,0,0,0,0,0,68,78,0,694,,0,0,0,0,0,0,0,0,644,637,0,677,0,4958,0,0,0,77,78,0,400,0
598,Owen Bevan,40,DEF,Bournemouth,0,230,0,0,472,0,0,235,7123,0,0.2,0,0,0,0.28,0,3.15,0,0,213,0.2,0,0,0,0,633,0,615,0,0,u,228,0,0,1,0,0,196,237,0,531,,0,0,0,0,0,0,1,8,518,580,0,584,0,6869,3,11.25,0,184,165,0,720,1
649,Cameron Plain,40,GKP,Bournemouth,0,50,0,0,622,0,0,59,2844,0,0,0,0,0,0,0,0,0,0,66,0,0,-0.5,0,0,608,0,589,0,0,a,55,0,0,0,0,0,68,76,,604,,0,0,0,0,,0,0,0,490,635,0,557,-0.5,3630,0,0,0,76,76,0,691,0
695,Daniel Adu-Adjei,45,FWD,Bournemouth,0,88,0,0,750,0,0,87,3562,0,0,0,0,0,0,0,0,0,0,81,0,0,-0.5,0,0,747,0,741,0,0,a,89,0,0,0,0,0,81,88,,746,,0,0,0,0,,0,0,0,695,612,0,731,-0.5,4891,0,0,0,87,88,0,468,0
696,Michael Dacosta Gonzalez,44,MID,Bournemouth,0,258,0,0,680,0,0,266,963,0,0,0,0,-1,0,1,0,0,0,294,0,0,-0.5,0,0,669,0,661,0,0,a,298,0,0,0,0,0,229,264,,664,,0,0,0,0,,0,0,0,608,717,0,644,-0.5,1260,0,0,0,261,275,0,535,0
697,Dominic Sadi,45,FWD,Bournemouth,0,87,0,0,747,0,0,86,4012,0,0,0,0,0,0,0,0,0,0,79,0,0,-0.5,0,0,744,0,738,0,0,a,87,0,0,0,0,0,79,87,,743,,0,0,0,0,,0,0,0,691,603,0,728,-0.5,5327,0,0,0,86,87,0,464,0
705,Dango Ouattara,50,MID,Bournemouth,0.07,81,0.12,1.68,213,1,0,95,11046,0.4,9.8,4,1.09,0,25.86,0,1.88,0,274,228,276.8,0,1.3,2,261,173,0,138,3.52,0,a,123,0,1,23,0.38,3,91,95,,246,,81,1.8,0,5.2,,15,2.6,1239,198,574,0.26,134,1.3,13928,163,1.67,0,103,83,1,219,49
706,Euan Pollock,45,FWD,Bournemouth,0,75,0,0,708,0,0,76,3116,0,0,0,0,0,0,0,0,0,0,83,0,0,-0.5,0,0,697,0,692,0,0,a,73,0,0,0,0,0,67,77,,693,,0,0,0,0,,0,0,0,643,627,0,676,-0.5,4140,0,0,0,76,77,0,399,0
714,Antoine Semenyo,50,FWD,Bournemouth,0,61,0.01,0.02,400,1,0,57,4685,0.3,3.6,1,0.72,0,7.7,0,2.77,0,32,80,50,0,0,0,26.5,445,0,405,0.36,0,i,56,0,0,6,0.14,0,29,58,0,438,,10.7,1.4,0,0.38,0,2,1.6,250,235,611,0.13,392,0,6167,56,2.16,0,54,50,0,209,18
718,Matías Viña,45,DEF,Bournemouth,0.2,85,0.02,0.11,256,2,0,142,5929,0.5,6.2,0,1,0,7.61,0,1.52,0,92,180,156.4,0,2,1,28.1,374,0,401,0.86,0,a,80,0,1,10,0.19,0,43,132,100,334,,27.7,2.2,0,0.97,100,5,2.3,452,144,476,0.17,285,1.7,12414,93,1.99,0.1,136,96,1,381,28
722,Illia Zabarnyi,45,DEF,Bournemouth,0,257,0,0.01,431,0,0,179,779,0.2,1.6,0,0.91,0,5.12,0,1.55,0,0,247,41.2,0,0.3,2,0.9,477,0,486,0,0,a,85,0,0,5,0,0,91,166,100,450,,4.1,1,0,0.01,100,3,1.4,297,277,686,0,689,0.5,1141,54,1.52,0,163,153,0,415,7
723,Hamed Traorè,45,MID,Bournemouth,0.42,189,0.24,1.15,320,0,0,106,2231,0,3.1,0,1.06,0,9.94,0,2.1,0,36,289,84,0,-0.4,0,218.5,346,0,165,1.04,0,d,217,0,0,8,0.46,0,240,152,75,402,,33.8,0,0,2.19,75,5,2,425,631,707,0.22,386,-0.4,2608,60,1.69,0,172,123,2,384,14
737,Ben Greenwood,40,DEF,Bournemouth,0,212,0,0,627,0,0,218,2889,0,0,0,0,0,0,0,0,0,0,207,0,0,-0.5,0,0,613,0,594,0,0,a,209,0,0,0,0,0,177,220,,609,,0,0,0,0,,0,0,0,495,566,0,562,-0.5,5182,0,0,0,221,222,0,697,0
738,Max Kinsey-Wellings,40,DEF,Bournemouth,0,220,0,0,635,0,0,225,1331,0,0,0,0,0,0,0,0,0,0,236,0,0,-0.5,0,0,621,0,603,0,0,a,217,0,0,0,0,0,185,227,,617,,0,0,0,0,,0,0,0,505,655,0,572,-0.5,1656,0,0,0,228,229,0,707,0
78,Pontus Jansson,42,DEF,Brentford,0.25,120,0.01,0.11,238,1,0,169,210035,0,6.9,0,1.12,-3,13.51,3,1.68,0,53,118,176.2,0,0,0,2.5,393,0,468,0.34,0,i,153,0,0,14,0.05,0,206,145,0,320,,23.4,0,0,0.45,0,9,2.4,722,533,323,0.04,348,0,43219,147,1.75,0.3,128,87,2,588,29
79,Christian Nørgaard,53,MID,Brentford,0.31,82,0.09,1.74,136,1,0,126,87128,0,13.4,6,1.07,-2,25.13,2,1.28,0,269,140,379.2,0,0,0,173.7,169,0,201,1.64,0,i,74,0,6,23,0.17,6,326,94,0,183,,82.3,0,0,3.38,0,21,3.2,1763,752,395,0.08,139,0,67213,309,1.17,0.2,76,55,6,140,71
80,Ivan Toney,71,FWD,Brentford,0.3,5,0.11,3.72,11,20,1,4,9664402,0.1,25.6,35,1.01,1,43.65,-1,1.33,0,1240,4,926.8,0,0,0,424.3,13,0,72,18.74,0,s,17,0,9,42,0.68,4,51,3,0,12,1,258.7,0.5,5,22.46,0,33,5.5,2953,346,16,0.57,8,0,10688278,607,1.28,18.2,3,3,10,38,182
81,David Raya Martin,48,GKP,Brentford,0.32,2,0,0.12,25,0,0,3,1655530,1,34.6,20,1,3,50.12,-3,1.32,0,4,6,1125.4,0,3,6,20.1,104,4.05,417,0.11,1,a,10,154,1,46,0,0,1,1,,3,,115.2,5,1,0.23,,38,4.4,3420,24,27,0,465,4,2641943,822,1.21,14.4,1,5,12,272,166
82,Sergi Canós Tenés,50,DEF,Brentford,0,166,0.05,0.04,527,0,0,155,33187,0,1,0,0,0,1.79,0,2.21,0,6,179,7,0,0,0,13.5,489,0,436,0.07,0,u,23,0,0,2,0.14,0,256,171,0,493,,2.8,0,0,0.11,0,0,1,73,734,475,0.09,451,0,35030,14,2.47,0.1,174,176,0,194,5
83,Josh Dasilva,41,MID,Brentford,0.33,112,0.11,1.62,268,4,0,111,1832271,0.2,19.8,3,0.92,-4,17.89,4,1.17,0,182,28,304.2,0,2,1,206.1,220,0,177,1.58,0,a,336,0,1,17,0.21,2,121,108,,221,4,69.2,1,0,3.2,,14,2.2,1371,268,90,0.1,188,0,1991029,274,1.12,3.8,95,102,5,636,81
84,Kristoffer Ajer,45,DEF,Brentford,0.47,144,0.01,0.12,131,0,0,145,23969,0,6.4,0,1.06,0,11.34,0,1.34,0,27,171,96.8,0,-1,0,24.7,422,0,409,0.04,0,a,72,0,0,14,0.01,0,244,150,100,384,,15.1,0,0,0.16,100,9,3.2,763,619,456,0,400,-1,25361,129,1.65,0.1,149,35,4,363,29
85,Rico Henry,44,DEF,Brentford,0.31,29,0.08,2.9,153,0,0,11,600875,0.9,25.5,4,1.03,-1,48.49,1,1.35,0,197,42,444.4,0,1,7,401.9,116,0,82,1.8,0,a,106,0,4,46,0.13,3,15,20,100,137,,104.5,3.8,1,4.7,100,37,3,3240,59,119,0.05,184,2.8,806175,505,1.28,2.6,46,46,11,498,112
86,Vitaly Janelt,55,MID,Brentford,0.33,98,0.06,1.56,251,3,0,99,47295,0.4,15.5,5,0.98,0,29.68,0,1.21,0,223,152,411.2,0,1.2,2,246.1,151,0,145,2.33,0,a,59,0,3,28,0.16,1,70,91,100,155,,88.1,2.2,0,3.89,100,24,2.4,2201,149,424,0.1,164,1.2,45745,357,1.14,0.1,64,95,8,110,85
87,Saman Ghoddos,48,MID,Brentford,0,203,0.21,0.29,523,0,0,182,3483,0.1,3.1,0,0,-2,4.01,2,2.91,0,21,242,27.2,0,-0.5,1,62.8,443,0,350,0.05,0,a,168,0,0,5,0.25,0,161,201,,468,,11.1,0.5,0,0.34,,0,1,124,340,606,0.04,416,-0.5,2062,53,3.63,0,207,244,0,279,15
88,Mathias Jensen,48,MID,Brentford,0.32,105,0.15,4.79,90,5,0,18,795941,0.5,27.5,11,1.19,-2,40.47,2,1.3,0,208,49,644,0,2,0,787.9,53,0,21,2.34,0,a,169,0,5,40,0.23,7,59,38,100,61,,164.1,2.5,2,7.13,100,37,3.6,2805,127,140,0.08,175,1.5,923066,498,1.28,1.8,24,39,10,280,132
89,Yoane Wissa,53,MID,Brentford,0.4,54,0.06,1.08,175,7,0,117,111796,1.1,20.9,6,0.91,-2,21.64,2,1.23,0,414,111,363.8,0,4.5,2,184.5,140,0,187,5.65,0,a,81,0,3,17,0.38,4,10,87,,193,,95.5,5.8,1,6.73,,16,2.9,1587,16,326,0.32,83,4.8,119602,292,0.96,0.3,81,70,7,149,111
90,Mads Roerslev Rasmussen,43,DEF,Brentford,0.41,129,0.07,0.82,240,0,0,69,13608,0.2,11.2,0,0.98,-2,17.67,2,1.44,0,46,182,167.6,0,-0.5,1,120.6,349,0,258,0.28,0,a,147,0,0,12,0.09,0,97,124,100,326,,33.4,0.8,0,1.1,100,12,2.4,1101,297,494,0.02,364,-0.2,12170,201,0.98,0.1,132,89,5,573,48
91,Mads Bech Sørensen,45,DEF,Brentford,0,254,0,0,498,0,0,183,7120,0,0.9,0,0,0,0.28,0,1.4,0,0,215,2.6,0,0,0,0.2,530,0,505,0,0,u,79,0,0,0,0,0,246,185,0,513,,0.2,0,0,0,0,0,1,18,628,582,0,664,0,1768,12,0,0,180,175,0,379,4
92,Ethan Pinnock,44,DEF,Brentford,0.33,12,0.04,1.11,79,3,0,83,163810,1.5,25.5,6,1,-1,40.17,1,1.34,0,279,71,751.6,0,2.2,15,104.9,105,0,281,2.73,1,a,116,0,0,34,0.13,0,1,15,100,32,,113.8,6.5,1,3.84,100,30,3.7,2700,7,199,0.09,130,5.5,254754,575,1.13,0.9,5,17,10,512,112
93,Frank Onyeka,48,MID,Brentford,0.32,142,0.08,0.78,361,0,0,165,6604,0.4,7.9,0,0.86,-2,15.65,2,1.68,0,106,229,125.8,0,1.8,3,89.9,355,0,304,1.03,0,a,173,0,0,11,0.19,3,87,158,100,361,,32.3,1.8,0,1.81,100,8,1.8,837,193,575,0.11,271,0.8,4432,111,1.18,0,147,151,3,289,38
94,Shandon Baptiste,45,MID,Brentford,0.15,169,0.08,0.53,450,0,0,139,57648,0.2,6.4,0,0.6,0,7.51,0,1.13,1,54,132,107.8,0,0,1,144.5,361,0,227,0.32,0,a,218,0,1,6,0.13,2,126,162,100,373,,30.7,1,0,0.85,100,4,1.3,600,275,376,0.05,344,0,40410,123,0.9,0.2,155,199,1,385,29
95,Bryan Mbeumo,57,FWD,Brentford,0.31,11,0.17,5.53,68,9,0,1,1332907,1.4,26.3,19,1.12,-3,41.96,3,1.3,0,866,13,662.4,0,6,5,766.3,19,0,23,9.48,0,a,31,0,5,39,0.46,9,3,5,,52,2,229.3,7.8,3,15.01,,36,3.9,2905,4,89,0.29,21,6.8,1501560,556,1.21,4,6,12,10,86,150
96,Charlie Goode,39,DEF,Brentford,0,184,0,0,572,0,0,194,92576,0,0,0,0,-1,0,1,0,0,0,108,0,0,0,0,0,559,0,538,0,0,u,242,0,0,0,0,0,148,196,0,555,,0,0,0,0,0,0,0,0,436,294,0,501,0,60732,0,0,0.4,197,197,0,742,0
97,Marcus Forss,45,FWD,Brentford,0,71,0,0,693,0,0,71,13367,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,682,0,676,0,0,u,67,0,0,0,0,0,62,73,0,677,,0,0,0,0,0,0,0,0,624,546,0,660,0,0,0,0,0,71,73,0,372,0
98,Dominic Thompson,40,DEF,Brentford,0,200,0,0,605,0,0,208,3096,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,591,0,572,0,0,u,194,0,0,0,0,0,164,210,0,587,,0,0,0,0,0,0,0,0,470,652,0,538,0,0,0,0,0,211,212,0,670,0
99,Mads Bidstrup,45,MID,Brentford,0,282,0,0,719,0,0,290,146,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,710,0,705,0,0,u,235,0,0,0,0,0,253,288,0,706,,0,0,0,0,0,0,0,0,655,764,0,690,0,0,0,0,0,285,297,0,416,0
100,Ellery Balcombe,40,GKP,Brentford,0,41,0,0,606,0,0,50,10393,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,592,0,573,0,0,u,46,0,0,0,0,0,59,67,0,588,,0,0,0,0,0,0,0,0,471,522,0,539,0,0,0,0,0,67,67,0,671,0
510,Aaron Hickey,49,DEF,Brentford,0.23,78,0.03,0.58,248,0,0,71,79298,0.9,12.9,2,1.08,-1,28.13,1,1.32,0,98,113,223.6,0,2.5,6,119.8,303,0,260,0.38,0,a,35,0,7,30,0.05,3,7,103,100,287,,44.2,4.5,0,0.96,100,23,2.4,1918,37,310,0.02,275,3.5,70342,310,1.41,0.3,112,93,5,253,63
515,Keane Lewis-Potter,52,MID,Brentford,0,135,0.08,0.29,438,0,0,181,12311,0,2.7,0,0.86,-3,4.15,3,1.19,0,114,203,42,0,0,0,64,398,0,349,0.49,0,i,91,0,0,4,0.22,1,323,177,0,448,,21.9,0,0,0.78,0,3,1.4,313,747,531,0.14,256,0,4053,37,1.15,0,197,191,0,163,14
517,Thomas Strakosha,43,GKP,Brentford,0,61,0,0,658,0,0,70,20125,0,0,0,0,-2,0,2,0,0,0,52,0,0,-1,0,0,646,0,633,0,0,a,28,0,0,0,0,0,76,82,100,641,,0,0,0,0,100,0,0,0,559,432,0,607,-1,6577,0,0,0.1,82,82,0,550,0
526,Ben Mee,48,DEF,Brentford,0.33,6,0.02,0.74,60,3,0,94,2197556,1.1,29.8,11,1.02,3,46.31,-3,1.27,0,307,10,761.4,0,3.2,6,92,101,0,303,3.19,0,a,36,0,2,40,0.11,2,4,13,,28,,116.3,5.2,4,3.93,,37,3.9,3269,21,29,0.09,119,4.2,3627031,643,1.1,14.4,4,10,12,260,143
540,Fin Stevens,40,DEF,Brentford,0,209,0,0,621,0,0,215,29313,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,607,0,588,0,0,u,205,0,0,0,0,0,174,217,0,603,,0,0,0,0,0,0,0,0,489,431,0,556,0,11638,0,0,0.1,218,219,0,690,0
541,Halil Dervişoğlu,45,FWD,Brentford,0,65,0,0,53,0,0,73,342809,0,0.9,0,0,0,0.1,0,1.5,0,10,46,0,0,0,0,0,506,0,684,0.03,0,u,70,0,0,0,0.45,1,64,66,0,685,,1,0,0,0.03,0,0,4,6,634,274,0.45,439,0,271681,11,0,0.5,73,10,0,388,4
